experimento,problema,run,tam_poblacion,n_generaciones,nc,nm,prob_cruce,prob_mutacion,torneo,penalizacion,BB,LOP,ILI,HEAL,QUI,AUA,rendimiento,riesgo,fitness,err_rendimiento,err_riesgo,tiempo_seg
3,P3,16,200,500,15,20,0.9,0.05,3,100000.0,0.2513,0.206702,0.025804,0.207945,0.192245,0.116003,0.390085,0.002,-0.390085,N/A,0.0,0
3,P3,17,200,500,15,20,0.9,0.05,3,100000.0,0.24302,0.211965,0.022466,0.218641,0.182574,0.121334,0.3898,0.002,-0.3898,N/A,0.0,0
3,P3,18,200,500,15,20,0.9,0.05,3,100000.0,0.245831,0.209144,0.024361,0.206644,0.195488,0.118532,0.390174,0.002,-0.390174,N/A,0.0,0
3,P3,19,200,500,15,20,0.9,0.05,3,100000.0,0.24249,0.207091,0.024277,0.213317,0.18498,0.127845,0.389856,0.002,-0.389856,N/A,0.0,0
3,P3,20,200,500,15,20,0.9,0.05,3,100000.0,0.24754,0.209558,0.024691,0.20772,0.193428,0.117063,0.390169,0.001999,-0.390169,N/A,1e-06,0
3,P3,21,200,500,15,20,0.9,0.05,3,100000.0,0.240635,0.210983,0.02238,0.217649,0.183466,0.124887,0.389805,0.002,-0.389805,N/A,0.0,0
3,P3,22,200,500,15,20,0.9,0.05,3,100000.0,0.246771,0.208197,0.024829,0.214935,0.182861,0.122407,0.389932,0.001999,-0.389932,N/A,1e-06,0
3,P3,23,200,500,15,20,0.9,0.05,3,100000.0,0.254554,0.205352,0.026415,0.212517,0.185582,0.115581,0.389874,0.002,-0.389874,N/A,0.0,0
3,P3,24,200,500,15,20,0.9,0.05,3,100000.0,0.256704,0.206394,0.026096,0.196073,0.206119,0.108614,0.389558,0.001998,-0.389558,N/A,2e-06,0
3,P3,25,200,500,15,20,0.9,0.05,3,100000.0,0.241781,0.210107,0.02331,0.210931,0.191006,0.122864,0.390099,0.002,-0.390099,N/A,0.0,0
3,P3,26,200,500,15,20,0.9,0.05,3,100000.0,0.24704,0.205952,0.02504,0.216796,0.180707,0.124465,0.38981,0.002,-0.38981,N/A,0.0,0
3,P3,27,200,500,15,20,0.9,0.05,3,100000.0,0.252376,0.205916,0.025957,0.208309,0.191978,0.115464,0.39002,0.001999,-0.39002,N/A,1e-06,0
3,P3,28,200,500,15,20,0.9,0.05,3,100000.0,0.24835,0.200079,0.025937,0.21148,0.188095,0.126059,0.389721,0.002,-0.389721,N/A,0.0,0
3,P3,29,200,500,15,20,0.9,0.05,3,100000.0,0.254613,0.211293,0.025619,0.213076,0.182714,0.112684,0.389677,0.001998,-0.389677,N/A,2e-06,0
3,P3,30,200,500,15,20,0.9,0.05,3,100000.0,0.23814,0.215382,0.021145,0.212327,0.19179,0.121217,0.389985,0.002,-0.389985,N/A,0.0,0
6,P3,1,100,500,15,20,0.9,0.05,3,100000.0,0.249211,0.210455,0.025108,0.212295,0.185267,0.117663,0.390011,0.002,-0.390011,N/A,0.0,0
6,P3,2,100,500,15,20,0.9,0.05,3,100000.0,0.243859,0.209099,0.023423,0.220457,0.177747,0.125414,0.389633,0.002,-0.389633,N/A,0.0,0
6,P3,3,100,500,15,20,0.9,0.05,3,100000.0,0.232453,0.222803,0.016553,0.221561,0.182844,0.123785,0.388646,0.002,-0.388646,N/A,0.0,0
6,P3,4,100,500,15,20,0.9,0.05,3,100000.0,0.244275,0.206476,0.02442,0.217689,0.179537,0.127603,0.389707,0.002,-0.389707,N/A,0.0,0
6,P3,5,100,500,15,20,0.9,0.05,3,100000.0,0.247211,0.212781,0.02308,0.202553,0.203941,0.110434,0.39011,0.002,-0.39011,N/A,0.0,0
6,P3,6,100,500,15,20,0.9,0.05,3,100000.0,0.247361,0.212255,0.023785,0.200629,0.203713,0.112259,0.390103,0.002,-0.390103,N/A,0.0,0
6,P3,7,100,500,15,20,0.9,0.05,3,100000.0,0.252579,0.203798,0.026377,0.217654,0.177508,0.122085,0.389594,0.002,-0.389594,N/A,0.0,0
6,P3,8,100,500,15,20,0.9,0.05,3,100000.0,0.247798,0.20528,0.025402,0.211438,0.188148,0.121935,0.390026,0.002,-0.390026,N/A,0.0,0
6,P3,9,100,500,15,20,0.9,0.05,3,100000.0,0.244304,0.214077,0.022537,0.207505,0.197793,0.113784,0.390183,0.002,-0.390183,N/A,0.0,0
6,P3,10,100,500,15,20,0.9,0.05,3,100000.0,0.252547,0.205473,0.0265,0.212939,0.183181,0.119359,0.389849,0.002,-0.389849,N/A,0.0,0
6,P3,11,100,500,15,20,0.9,0.05,3,100000.0,0.246125,0.203679,0.025227,0.218299,0.177177,0.129493,0.389496,0.002,-0.389496,N/A,0.0,0
6,P3,12,100,500,15,20,0.9,0.05,3,100000.0,0.243979,0.207128,0.024322,0.207951,0.193809,0.12281,0.390083,0.002,-0.390083,N/A,0.0,0
6,P3,13,100,500,15,20,0.9,0.05,3,100000.0,0.253861,0.201273,0.027354,0.213155,0.181524,0.122833,0.38959,0.002,-0.38959,N/A,0.0,0
6,P3,14,100,500,15,20,0.9,0.05,3,100000.0,0.245019,0.217427,0.022447,0.208522,0.194069,0.112516,0.390058,0.001998,-0.390058,N/A,2e-06,0
6,P3,15,100,500,15,20,0.9,0.05,3,100000.0,0.244826,0.215847,0.022243,0.197758,0.208906,0.11042,0.389965,0.002,-0.389965,N/A,0.0,0
9,P3,1,200,500,15,20,0.9,0.05,3,100000.0,0.249545,0.206389,0.025639,0.20828,0.191731,0.118415,0.390093,0.002,-0.390093,N/A,0.0,0
9,P3,2,200,500,15,20,0.9,0.05,3,100000.0,0.251455,0.206259,0.026077,0.201683,0.198414,0.116112,0.389942,0.002,-0.389942,N/A,0.0,0
9,P3,3,200,500,15,20,0.9,0.05,3,100000.0,0.247735,0.208212,0.025142,0.208499,0.191403,0.119009,0.390135,0.002,-0.390135,N/A,0.0,0
9,P3,4,200,500,15,20,0.9,0.05,3,100000.0,0.248254,0.206621,0.02504,0.202119,0.20054,0.117427,0.390007,0.001999,-0.390007,N/A,1e-06,0
9,P3,5,200,500,15,20,0.9,0.05,3,100000.0,0.24411,0.206228,0.02421,0.214743,0.185631,0.125078,0.389933,0.002,-0.389933,N/A,0.0,0
9,P3,6,200,500,15,20,0.9,0.05,3,100000.0,0.246054,0.210785,0.023772,0.209728,0.193256,0.116405,0.390196,0.002,-0.390196,N/A,0.0,0
9,P3,7,200,500,15,20,0.9,0.05,3,100000.0,0.251616,0.205253,0.026321,0.205244,0.193963,0.117603,0.389976,0.002,-0.389976,N/A,0.0,0
9,P3,8,200,500,15,20,0.9,0.05,3,100000.0,0.255694,0.205937,0.026931,0.210132,0.186298,0.115009,0.389829,0.002,-0.389829,N/A,0.0,0
9,P3,9,200,500,15,20,0.9,0.05,3,100000.0,0.240128,0.210154,0.022715,0.212391,0.190191,0.124421,0.390015,0.002,-0.390015,N/A,0.0,0
9,P3,10,200,500,15,20,0.9,0.05,3,100000.0,0.245897,0.208468,0.02445,0.210609,0.190554,0.120024,0.390152,0.002,-0.390152,N/A,0.0,0
9,P3,11,200,500,15,20,0.9,0.05,3,100000.0,0.243548,0.206996,0.023851,0.213685,0.188052,0.123868,0.390006,0.002,-0.390006,N/A,0.0,0
9,P3,12,200,500,15,20,0.9,0.05,3,100000.0,0.238438,0.209095,0.021553,0.215566,0.189463,0.125885,0.389762,0.002,-0.389762,N/A,0.0,0
9,P3,13,200,500,15,20,0.9,0.05,3,100000.0,0.252007,0.203543,0.026432,0.216293,0.179283,0.122443,0.389671,0.002,-0.389671,N/A,0.0,0
9,P3,14,200,500,15,20,0.9,0.05,3,100000.0,0.25122,0.207262,0.025386,0.200993,0.20172,0.113418,0.389994,0.002,-0.389994,N/A,0.0,0
9,P3,15,200,500,15,20,0.9,0.05,3,100000.0,0.247225,0.208342,0.024962,0.208082,0.192368,0.11902,0.390148,0.002,-0.390148,N/A,0.0,0
12,P3,1,400,500,15,20,0.9,0.05,3,100000.0,0.249673,0.202597,0.026175,0.208819,0.190449,0.122286,0.389903,0.002,-0.389903,N/A,0.0,0
12,P3,2,400,500,15,20,0.9,0.05,3,100000.0,0.250358,0.209325,0.024625,0.200907,0.2034,0.111386,0.390046,0.002,-0.390046,N/A,0.0,0
12,P3,3,400,500,15,20,0.9,0.05,3,100000.0,0.245436,0.209507,0.024249,0.211504,0.189178,0.120126,0.390141,0.002,-0.390141,N/A,0.0,0
12,P3,4,400,500,15,20,0.9,0.05,3,100000.0,0.242537,0.210685,0.023104,0.211591,0.191352,0.120731,0.390136,0.002,-0.390136,N/A,0.0,0
12,P3,5,400,500,15,20,0.9,0.05,3,100000.0,0.242485,0.211381,0.022759,0.212365,0.191113,0.119897,0.390099,0.001999,-0.390099,N/A,1e-06,0
12,P3,6,400,500,15,20,0.9,0.05,3,100000.0,0.245675,0.212441,0.023349,0.205337,0.199177,0.11402,0.390205,0.002,-0.390205,N/A,0.0,0
12,P3,7,400,500,15,20,0.9,0.05,3,100000.0,0.243862,0.20789,0.023926,0.211458,0.190184,0.122681,0.39003,0.001998,-0.39003,N/A,2e-06,0
12,P3,8,400,500,15,20,0.9,0.05,3,100000.0,0.249301,0.20723,0.025496,0.206008,0.194511,0.117454,0.390108,0.002,-0.390108,N/A,0.0,0
12,P3,9,400,500,15,20,0.9,0.05,3,100000.0,0.250651,0.204667,0.026412,0.208632,0.188923,0.120716,0.389937,0.002,-0.389937,N/A,0.0,0
12,P3,10,400,500,15,20,0.9,0.05,3,100000.0,0.251162,0.204956,0.026324,0.208466,0.189885,0.119208,0.38998,0.002,-0.38998,N/A,0.0,0
12,P3,11,400,500,15,20,0.9,0.05,3,100000.0,0.243441,0.210691,0.023364,0.207428,0.196237,0.118838,0.390178,0.001999,-0.390178,N/A,1e-06,0
12,P3,12,400,500,15,20,0.9,0.05,3,100000.0,0.249796,0.205821,0.025846,0.207863,0.191636,0.119039,0.390045,0.002,-0.390045,N/A,0.0,0
12,P3,13,400,500,15,20,0.9,0.05,3,100000.0,0.24935,0.209135,0.025014,0.207185,0.194129,0.115187,0.390168,0.002,-0.390168,N/A,0.0,0
12,P3,14,400,500,15,20,0.9,0.05,3,100000.0,0.249631,0.206598,0.025563,0.206464,0.194267,0.117477,0.390098,0.002,-0.390098,N/A,0.0,0
12,P3,15,400,500,15,20,0.9,0.05,3,100000.0,0.247399,0.209346,0.02443,0.209215,0.192881,0.116728,0.390187,0.002,-0.390187,N/A,0.0,0
15,P3,1,200,300,15,20,0.9,0.05,3,100000.0,0.245059,0.210053,0.023875,0.205725,0.197731,0.117556,0.390195,0.002,-0.390195,N/A,0.0,0
15,P3,2,200,300,15,20,0.9,0.05,3,100000.0,0.247422,0.210588,0.02411,0.206317,0.197111,0.114452,0.390207,0.002,-0.390207,N/A,0.0,0
15,P3,3,200,300,15,20,0.9,0.05,3,100000.0,0.253674,0.20564,0.026746,0.204714,0.193347,0.115878,0.38991,0.002,-0.38991,N/A,0.0,0
15,P3,4,200,300,15,20,0.9,0.05,3,100000.0,0.243274,0.209211,0.024167,0.212758,0.185969,0.124622,0.390001,0.002,-0.390001,N/A,0.0,0
15,P3,5,200,300,15,20,0.9,0.05,3,100000.0,0.24474,0.210096,0.023564,0.209903,0.19357,0.118127,0.390184,0.002,-0.390184,N/A,0.0,0
15,P3,6,200,300,15,20,0.9,0.05,3,100000.0,0.24839,0.204627,0.025351,0.214283,0.184854,0.122495,0.389895,0.001999,-0.389895,N/A,1e-06,0
15,P3,7,200,300,15,20,0.9,0.05,3,100000.0,0.249268,0.208661,0.024523,0.197358,0.207182,0.113008,0.389899,0.002,-0.389899,N/A,0.0,0
15,P3,8,200,300,15,20,0.9,0.05,3,100000.0,0.247462,0.206759,0.025285,0.208781,0.191086,0.120628,0.390094,0.002,-0.390094,N/A,0.0,0
15,P3,9,200,300,15,20,0.9,0.05,3,100000.0,0.249328,0.207721,0.025397,0.214345,0.183121,0.120089,0.38994,0.002,-0.38994,N/A,0.0,0
15,P3,10,200,300,15,20,0.9,0.05,3,100000.0,0.247796,0.205934,0.025471,0.215614,0.180801,0.124384,0.389813,0.002,-0.389813,N/A,0.0,0
15,P3,11,200,300,15,20,0.9,0.05,3,100000.0,0.24756,0.206518,0.025164,0.208789,0.191953,0.120017,0.390111,0.002,-0.390111,N/A,0.0,0
15,P3,12,200,300,15,20,0.9,0.05,3,100000.0,0.250481,0.20503,0.026348,0.207494,0.190358,0.120289,0.389956,0.002,-0.389956,N/A,0.0,0
15,P3,13,200,300,15,20,0.9,0.05,3,100000.0,0.245811,0.209983,0.023673,0.20259,0.202634,0.115308,0.390127,0.002,-0.390127,N/A,0.0,0
15,P3,14,200,300,15,20,0.9,0.05,3,100000.0,0.255966,0.202942,0.027595,0.211698,0.182421,0.119378,0.3896,0.002,-0.3896,N/A,0.0,0
15,P3,15,200,300,15,20,0.9,0.05,3,100000.0,0.237984,0.206152,0.022274,0.213032,0.190899,0.129658,0.389682,0.002,-0.389682,N/A,0.0,0
18,P3,1,200,500,15,20,0.9,0.05,3,100000.0,0.24511,0.209541,0.023842,0.209208,0.193745,0.118554,0.390164,0.001999,-0.390164,N/A,1e-06,0
18,P3,2,200,500,15,20,0.9,0.05,3,100000.0,0.249005,0.206802,0.025517,0.211615,0.187137,0.119924,0.390043,0.002,-0.390043,N/A,0.0,0
18,P3,3,200,500,15,20,0.9,0.05,3,100000.0,0.24561,0.204005,0.024196,0.220251,0.179074,0.126864,0.389559,0.002,-0.389559,N/A,0.0,0
18,P3,4,200,500,15,20,0.9,0.05,3,100000.0,0.247837,0.208048,0.024968,0.208449,0.192532,0.118166,0.390154,0.002,-0.390154,N/A,0.0,0
18,P3,5,200,500,15,20,0.9,0.05,3,100000.0,0.24503,0.20478,0.024608,0.217643,0.180453,0.127485,0.389698,0.002,-0.389698,N/A,0.0,0
18,P3,6,200,500,15,20,0.9,0.05,3,100000.0,0.242782,0.209072,0.0235,0.211361,0.191124,0.122162,0.390112,0.002,-0.390112,N/A,0.0,0
18,P3,7,200,500,15,20,0.9,0.05,3,100000.0,0.24777,0.208717,0.02453,0.208156,0.194446,0.116382,0.390182,0.002,-0.390182,N/A,0.0,0
18,P3,8,200,500,15,20,0.9,0.05,3,100000.0,0.251524,0.206522,0.025824,0.202683,0.198548,0.114899,0.390011,0.002,-0.390011,N/A,0.0,0
18,P3,9,200,500,15,20,0.9,0.05,3,100000.0,0.24528,0.213227,0.023587,0.205098,0.197606,0.115202,0.390207,0.002,-0.390207,N/A,0.0,0
18,P3,10,200,500,15,20,0.9,0.05,3,100000.0,0.248094,0.210142,0.024585,0.208595,0.192846,0.115738,0.390191,0.002,-0.390191,N/A,0.0,0
18,P3,11,200,500,15,20,0.9,0.05,3,100000.0,0.242499,0.208937,0.02372,0.210971,0.190433,0.123441,0.39009,0.002,-0.39009,N/A,0.0,0
18,P3,12,200,500,15,20,0.9,0.05,3,100000.0,0.251815,0.207618,0.026659,0.209703,0.183725,0.12048,0.389731,0.002,-0.389731,N/A,0.0,0
18,P3,13,200,500,15,20,0.9,0.05,3,100000.0,0.250352,0.203846,0.025776,0.209396,0.191469,0.119161,0.389984,0.001999,-0.389984,N/A,1e-06,0
18,P3,14,200,500,15,20,0.9,0.05,3,100000.0,0.243338,0.211209,0.023011,0.217632,0.182615,0.122195,0.389864,0.001999,-0.389864,N/A,1e-06,0
18,P3,15,200,500,15,20,0.9,0.05,3,100000.0,0.247491,0.211086,0.023923,0.209052,0.194076,0.114373,0.390189,0.002,-0.390189,N/A,0.0,0
21,P3,1,200,800,15,20,0.9,0.05,3,100000.0,0.249238,0.207479,0.02532,0.206407,0.194721,0.116835,0.390134,0.002,-0.390134,N/A,0.0,0
21,P3,2,200,800,15,20,0.9,0.05,3,100000.0,0.24375,0.209104,0.023668,0.215336,0.185273,0.12287,0.389996,0.002,-0.389996,N/A,0.0,0
21,P3,3,200,800,15,20,0.9,0.05,3,100000.0,0.245646,0.208612,0.023946,0.208479,0.19524,0.118077,0.390165,0.002,-0.390165,N/A,0.0,0
21,P3,4,200,800,15,20,0.9,0.05,3,100000.0,0.24555,0.211843,0.023296,0.214537,0.187338,0.117437,0.390055,0.002,-0.390055,N/A,0.0,0
21,P3,5,200,800,15,20,0.9,0.05,3,100000.0,0.244523,0.20917,0.024133,0.208534,0.193275,0.120365,0.390172,0.002,-0.390172,N/A,0.0,0
21,P3,6,200,800,15,20,0.9,0.05,3,100000.0,0.246609,0.207596,0.024904,0.209685,0.190643,0.120563,0.390124,0.002,-0.390124,N/A,0.0,0
21,P3,7,200,800,15,20,0.9,0.05,3,100000.0,0.252238,0.201288,0.026731,0.212954,0.184456,0.122333,0.389746,0.002,-0.389746,N/A,0.0,0
21,P3,8,200,800,15,20,0.9,0.05,3,100000.0,0.242185,0.216622,0.021578,0.203736,0.202928,0.112952,0.390096,0.002,-0.390096,N/A,0.0,0
21,P3,9,200,800,15,20,0.9,0.05,3,100000.0,0.24931,0.206191,0.025253,0.210119,0.191192,0.117935,0.390103,0.002,-0.390103,N/A,0.0,0
21,P3,10,200,800,15,20,0.9,0.05,3,100000.0,0.24858,0.201783,0.025863,0.21064,0.189066,0.124068,0.389839,0.001999,-0.389839,N/A,1e-06,0
21,P3,11,200,800,15,20,0.9,0.05,3,100000.0,0.248533,0.209479,0.024292,0.203568,0.200424,0.113704,0.39007,0.001997,-0.39007,N/A,3e-06,0
21,P3,12,200,800,15,20,0.9,0.05,3,100000.0,0.253744,0.207046,0.026117,0.202296,0.198435,0.112362,0.389962,0.002,-0.389962,N/A,0.0,0
21,P3,13,200,800,15,20,0.9,0.05,3,100000.0,0.254177,0.201599,0.026741,0.207869,0.192225,0.11739,0.389823,0.001999,-0.389823,N/A,1e-06,0
21,P3,14,200,800,15,20,0.9,0.05,3,100000.0,0.247707,0.212519,0.024025,0.208101,0.193918,0.11373,0.390196,0.002,-0.390196,N/A,0.0,0
21,P3,15,200,800,15,20,0.9,0.05,3,100000.0,0.245394,0.209667,0.024153,0.207773,0.194454,0.11856,0.390195,0.002,-0.390195,N/A,0.0,0
24,P3,1,200,500,5,20,0.9,0.05,3,100000.0,0.240626,0.206407,0.023074,0.213899,0.188868,0.127127,0.389856,0.002,-0.389856,N/A,0.0,0
24,P3,2,200,500,5,20,0.9,0.05,3,100000.0,0.247931,0.206086,0.024788,0.211348,0.190133,0.119715,0.389979,0.001997,-0.389979,N/A,3e-06,0
24,P3,3,200,500,5,20,0.9,0.05,3,100000.0,0.247968,0.208928,0.024618,0.206173,0.196416,0.115897,0.390168,0.001999,-0.390168,N/A,1e-06,0
24,P3,4,200,500,5,20,0.9,0.05,3,100000.0,0.25015,0.208593,0.025393,0.214728,0.182274,0.118862,0.389901,0.001999,-0.389901,N/A,1e-06,0
24,P3,5,200,500,5,20,0.9,0.05,3,100000.0,0.249899,0.205563,0.025833,0.211214,0.187607,0.119884,0.390021,0.002,-0.390021,N/A,0.0,0
24,P3,6,200,500,5,20,0.9,0.05,3,100000.0,0.242612,0.211507,0.02308,0.202209,0.202301,0.118291,0.390086,0.001999,-0.390086,N/A,1e-06,0
24,P3,7,200,500,5,20,0.9,0.05,3,100000.0,0.253752,0.206612,0.026205,0.205687,0.19442,0.113325,0.390006,0.002,-0.390006,N/A,0.0,0
24,P3,8,200,500,5,20,0.9,0.05,3,100000.0,0.250451,0.205561,0.025984,0.209399,0.189631,0.118974,0.390032,0.002,-0.390032,N/A,0.0,0
24,P3,9,200,500,5,20,0.9,0.05,3,100000.0,0.238832,0.211584,0.022333,0.20725,0.196629,0.123373,0.390051,0.002,-0.390051,N/A,0.0,0
24,P3,10,200,500,5,20,0.9,0.05,3,100000.0,0.248461,0.208232,0.025069,0.206415,0.194844,0.116979,0.390148,0.002,-0.390148,N/A,0.0,0
24,P3,11,200,500,5,20,0.9,0.05,3,100000.0,0.247664,0.207218,0.024989,0.206348,0.195449,0.118332,0.390133,0.002,-0.390133,N/A,0.0,0
24,P3,12,200,500,5,20,0.9,0.05,3,100000.0,0.248261,0.207401,0.025075,0.204197,0.197848,0.117218,0.390109,0.002,-0.390109,N/A,0.0,0
24,P3,13,200,500,5,20,0.9,0.05,3,100000.0,0.249666,0.202482,0.026032,0.215448,0.181782,0.124591,0.389728,0.002,-0.389728,N/A,0.0,0
24,P3,14,200,500,5,20,0.9,0.05,3,100000.0,0.24594,0.210044,0.023257,0.212976,0.19124,0.116544,0.390085,0.002,-0.390085,N/A,0.0,0
24,P3,15,200,500,5,20,0.9,0.05,3,100000.0,0.250339,0.209897,0.024932,0.205924,0.196026,0.112882,0.390155,0.002,-0.390155,N/A,0.0,0
27,P3,1,200,500,15,20,0.9,0.05,3,100000.0,0.242426,0.212637,0.022916,0.204882,0.199288,0.117851,0.390178,0.002,-0.390178,N/A,0.0,0
27,P3,2,200,500,15,20,0.9,0.05,3,100000.0,0.254182,0.204207,0.026952,0.210751,0.185864,0.118044,0.389841,0.002,-0.389841,N/A,0.0,0
27,P3,3,200,500,15,20,0.9,0.05,3,100000.0,0.242872,0.210385,0.023468,0.207051,0.196105,0.120119,0.390174,0.002,-0.390174,N/A,0.0,0
27,P3,4,200,500,15,20,0.9,0.05,3,100000.0,0.240802,0.213884,0.02176,0.203427,0.203657,0.11647,0.390088,0.002,-0.390088,N/A,0.0,0
27,P3,5,200,500,15,20,0.9,0.05,3,100000.0,0.2458,0.210584,0.024198,0.211584,0.188707,0.119127,0.390139,0.002,-0.390139,N/A,0.0,0
27,P3,6,200,500,15,20,0.9,0.05,3,100000.0,0.244925,0.207272,0.024224,0.216984,0.181396,0.125199,0.389757,0.001998,-0.389757,N/A,2e-06,0
27,P3,7,200,500,15,20,0.9,0.05,3,100000.0,0.249058,0.207992,0.024803,0.205349,0.197857,0.114942,0.390142,0.002,-0.390142,N/A,0.0,0
27,P3,8,200,500,15,20,0.9,0.05,3,100000.0,0.251148,0.212899,0.022653,0.199589,0.209668,0.104042,0.389755,0.001999,-0.389755,N/A,1e-06,0
27,P3,9,200,500,15,20,0.9,0.05,3,100000.0,0.252167,0.202253,0.026569,0.213359,0.184182,0.121469,0.389793,0.002,-0.389793,N/A,0.0,0
27,P3,10,200,500,15,20,0.9,0.05,3,100000.0,0.246476,0.209095,0.024429,0.205024,0.197648,0.117329,0.390173,0.002,-0.390173,N/A,0.0,0
27,P3,11,200,500,15,20,0.9,0.05,3,100000.0,0.248927,0.212853,0.024508,0.209335,0.190253,0.114123,0.390113,0.002,-0.390113,N/A,0.0,0
27,P3,12,200,500,15,20,0.9,0.05,3,100000.0,0.253506,0.200129,0.027158,0.208935,0.188597,0.121676,0.389638,0.001998,-0.389638,N/A,2e-06,0
27,P3,13,200,500,15,20,0.9,0.05,3,100000.0,0.244893,0.210823,0.023848,0.206429,0.196345,0.117663,0.390204,0.002,-0.390204,N/A,0.0,0
27,P3,14,200,500,15,20,0.9,0.05,3,100000.0,0.242468,0.208325,0.023305,0.215224,0.186337,0.124341,0.389924,0.001999,-0.389924,N/A,1e-06,0
27,P3,15,200,500,15,20,0.9,0.05,3,100000.0,0.242958,0.208106,0.023361,0.21609,0.185501,0.123984,0.389928,0.002,-0.389928,N/A,0.0,0
30,P3,1,200,500,30,20,0.9,0.05,3,100000.0,0.252143,0.206884,0.025744,0.200426,0.201419,0.113383,0.389945,0.002,-0.389945,N/A,0.0,0
30,P3,2,200,500,30,20,0.9,0.05,3,100000.0,0.251447,0.204181,0.027005,0.206907,0.187779,0.122681,0.389687,0.002,-0.389687,N/A,0.0,0
30,P3,3,200,500,30,20,0.9,0.05,3,100000.0,0.247931,0.208486,0.024557,0.216001,0.182994,0.120032,0.389894,0.001998,-0.389894,N/A,2e-06,0
30,P3,4,200,500,30,20,0.9,0.05,3,100000.0,0.24698,0.209209,0.024497,0.204449,0.19809,0.116775,0.390139,0.001999,-0.390139,N/A,1e-06,0
30,P3,5,200,500,30,20,0.9,0.05,3,100000.0,0.251351,0.208064,0.025407,0.205059,0.196743,0.113377,0.390108,0.002,-0.390108,N/A,0.0,0
30,P3,6,200,500,30,20,0.9,0.05,3,100000.0,0.246003,0.20954,0.024141,0.206376,0.196729,0.117212,0.390195,0.002,-0.390195,N/A,0.0,0
30,P3,7,200,500,30,20,0.9,0.05,3,100000.0,0.252041,0.205369,0.026294,0.213627,0.182973,0.119694,0.389847,0.002,-0.389847,N/A,0.0,0
30,P3,8,200,500,30,20,0.9,0.05,3,100000.0,0.248302,0.204409,0.025266,0.212828,0.187553,0.121643,0.389959,0.001999,-0.389959,N/A,1e-06,0
30,P3,9,200,500,30,20,0.9,0.05,3,100000.0,0.24811,0.207654,0.025156,0.208581,0.191929,0.118571,0.390141,0.002,-0.390141,N/A,0.0,0
30,P3,10,200,500,30,20,0.9,0.05,3,100000.0,0.247777,0.205921,0.024955,0.214038,0.186205,0.121104,0.390002,0.002,-0.390002,N/A,0.0,0
30,P3,11,200,500,30,20,0.9,0.05,3,100000.0,0.245263,0.208395,0.024146,0.216064,0.183463,0.122669,0.38995,0.002,-0.38995,N/A,0.0,0
